Year,Ethnicity,Sex,Cause of Death,Count,Percent
2008,NON-HISPANIC BLACK,MALE,VIRAL HEPATITIS,62,1
2008,NON-HISPANIC WHITE,FEMALE,ACCIDENTS EXCEPT DRUG POISONING,193,1
2008,NON-HISPANIC WHITE,FEMALE,ALZHEIMERS DISEASE,151,1
2008,NON-HISPANIC WHITE,FEMALE,AORTIC ANEURYSM AND DISSECTION,26,0
2008,NON-HISPANIC WHITE,FEMALE,ATHEROSCLEROSIS,54,0
2008,NON-HISPANIC WHITE,FEMALE,BENIGN AND UNCERTAIN NEOPLASMS,65,0
2008,NON-HISPANIC WHITE,FEMALE,CEREBROVASCULAR DISEASE,379,3
2011,HISPANIC,FEMALE,DISEASES OF HEART,1348,30
2008,NON-HISPANIC WHITE,FEMALE,CHOLELITHIASIS AND DISORDERS OF GALLBLADDER,20,0
2008,NON-HISPANIC WHITE,FEMALE,CHRONIC LIVER DISEASE AND CIRRHOSIS,61,0
2008,NON-HISPANIC WHITE,FEMALE,CHRONIC LOWER RESPIRATORY DISEASES,518,4
2008,NON-HISPANIC WHITE,FEMALE,"CONGENITAL MALFORMATIONS,DEFORMATIONS",42,0
2008,NON-HISPANIC WHITE,FEMALE,DIABETES MELLITUS,210,1
2008,NON-HISPANIC WHITE,FEMALE,DISEASES OF HEART,6836,48
2008,NON-HISPANIC WHITE,FEMALE,ESSENTIAL HYPERTENSION AND RENAL DISEASES,151,1
2008,NON-HISPANIC WHITE,FEMALE,HUMAN IMMUNODEFICIENCY VIRUS DISEASE,25,0
2008,NON-HISPANIC WHITE,FEMALE,INFLUENZA AND PNEUMONIA,621,4
2008,NON-HISPANIC WHITE,FEMALE,INTENTIONAL SELF-HARM (SUICIDE),57,0
2008,NON-HISPANIC WHITE,FEMALE,MALIGNANT NEOPLASMS,3366,24
2008,NON-HISPANIC WHITE,FEMALE,MENTAL DISORDERS DUE TO USE OF ALCOHOL,15,0
2008,NON-HISPANIC WHITE,FEMALE,"NEPHRITIS, NEPHROTIC SYNDROME AND NEPHROSIS",71,0
2008,NON-HISPANIC WHITE,FEMALE,PARKINSONS DISEASE,37,0
2008,NON-HISPANIC WHITE,FEMALE,PEPTIC ULCER,29,0
2008,NON-HISPANIC WHITE,FEMALE,PSYCH. SUBSTANCE USE & ACCIDENTAL DRUG POISONING,86,1
2008,NON-HISPANIC WHITE,FEMALE,SEPTICEMIA,57,0
2008,NON-HISPANIC WHITE,FEMALE,SHORT GESTATION/LBW,14,0
2008,NON-HISPANIC WHITE,FEMALE,VIRAL HEPATITIS,27,0
2008,NON-HISPANIC WHITE,MALE,ACCIDENTS EXCEPT DRUG POISONING,272,2
2008,NON-HISPANIC WHITE,MALE,ALZHEIMERS DISEASE,58,0
2008,NON-HISPANIC WHITE,MALE,AORTIC ANEURYSM AND DISSECTION,50,0
2008,NON-HISPANIC WHITE,MALE,ASSAULT (HOMICIDE),44,0
2008,NON-HISPANIC WHITE,MALE,ATHEROSCLEROSIS,53,0
2008,NON-HISPANIC WHITE,MALE,BENIGN AND UNCERTAIN NEOPLASMS,66,1
2008,NON-HISPANIC WHITE,MALE,CEREBROVASCULAR DISEASE,245,2
2008,NON-HISPANIC WHITE,MALE,CHRONIC LIVER DISEASE AND CIRRHOSIS,136,1
2008,NON-HISPANIC WHITE,MALE,CHRONIC LOWER RESPIRATORY DISEASES,347,3
2008,NON-HISPANIC WHITE,MALE,"CONGENITAL MALFORMATIONS,DEFORMATIONS",51,0
2008,NON-HISPANIC WHITE,MALE,DIABETES MELLITUS,247,2
2008,NON-HISPANIC WHITE,MALE,DISEASES OF HEART,5503,43
2008,NON-HISPANIC WHITE,MALE,ESSENTIAL HYPERTENSION AND RENAL DISEASES,165,1
2008,NON-HISPANIC WHITE,MALE,HUMAN IMMUNODEFICIENCY VIRUS DISEASE,104,1
2008,NON-HISPANIC WHITE,MALE,INFLUENZA AND PNEUMONIA,529,4
2008,NON-HISPANIC WHITE,MALE,INTENTIONAL SELF-HARM (SUICIDE),195,2
2008,NON-HISPANIC WHITE,MALE,MALIGNANT NEOPLASMS,3362,26
2008,NON-HISPANIC WHITE,MALE,MENTAL DISORDERS DUE TO USE OF ALCOHOL,79,1
2008,NON-HISPANIC WHITE,MALE,"NEPHRITIS, NEPHROTIC SYNDROME AND NEPHROSIS",79,1
2008,NON-HISPANIC WHITE,MALE,PARKINSONS DISEASE,61,0
2008,NON-HISPANIC WHITE,MALE,PEPTIC ULCER,24,0
2008,NON-HISPANIC WHITE,MALE,PSYCH. SUBSTANCE USE & ACCIDENTAL DRUG POISONING,227,2
2008,NON-HISPANIC WHITE,MALE,SEPTICEMIA,60,0
2008,NON-HISPANIC WHITE,MALE,SHORT GESTATION/LBW,14,0
2009,HISPANIC,FEMALE,DIABETES MELLITUS,215,5
2008,NON-HISPANIC WHITE,MALE,VIRAL HEPATITIS,74,1
2009,ASIAN & PACIFIC ISLANDER,FEMALE,ACCIDENTS EXCEPT DRUG POISONING,37,3
2009,ASIAN & PACIFIC ISLANDER,FEMALE,ALZHEIMERS DISEASE,14,1
2009,ASIAN & PACIFIC ISLANDER,FEMALE,ASSAULT (HOMICIDE),5,0
2009,ASIAN & PACIFIC ISLANDER,FEMALE,ATHEROSCLEROSIS,8,1
2009,ASIAN & PACIFIC ISLANDER,FEMALE,BENIGN AND UNCERTAIN NEOPLASMS,7,1
2009,ASIAN & PACIFIC ISLANDER,FEMALE,CEREBROVASCULAR DISEASE,61,4
2009,ASIAN & PACIFIC ISLANDER,FEMALE,CHRONIC LIVER DISEASE AND CIRRHOSIS,5,0
2009,ASIAN & PACIFIC ISLANDER,FEMALE,CHRONIC LOWER RESPIRATORY DISEASES,30,2
2009,ASIAN & PACIFIC ISLANDER,FEMALE,"CONGENITAL MALFORMATIONS,DEFORMATIONS",14,1
2009,ASIAN & PACIFIC ISLANDER,FEMALE,DIABETES MELLITUS,55,4
2009,ASIAN & PACIFIC ISLANDER,FEMALE,DISEASES OF HEART,449,33
2009,ASIAN & PACIFIC ISLANDER,FEMALE,ESSENTIAL HYPERTENSION AND RENAL DISEASES,18,1
2009,ASIAN & PACIFIC ISLANDER,FEMALE,INFLUENZA AND PNEUMONIA,83,6
2009,ASIAN & PACIFIC ISLANDER,FEMALE,INTENTIONAL SELF-HARM (SUICIDE),18,1
2009,ASIAN & PACIFIC ISLANDER,FEMALE,MALIGNANT NEOPLASMS,399,29
2009,ASIAN & PACIFIC ISLANDER,FEMALE,"NEPHRITIS, NEPHROTIC SYNDROME AND NEPHROSIS",12,1
2009,ASIAN & PACIFIC ISLANDER,FEMALE,SEPTICEMIA,7,1
2009,ASIAN & PACIFIC ISLANDER,FEMALE,VIRAL HEPATITIS,13,1
2009,ASIAN & PACIFIC ISLANDER,MALE,ACCIDENTS EXCEPT DRUG POISONING,56,3
2009,ASIAN & PACIFIC ISLANDER,MALE,ALZHEIMERS DISEASE,9,1
2009,ASIAN & PACIFIC ISLANDER,MALE,AORTIC ANEURYSM AND DISSECTION,11,1
2009,ASIAN & PACIFIC ISLANDER,MALE,ASSAULT (HOMICIDE),9,1
2009,ASIAN & PACIFIC ISLANDER,MALE,BENIGN AND UNCERTAIN NEOPLASMS,11,1
2009,ASIAN & PACIFIC ISLANDER,MALE,CEREBROVASCULAR DISEASE,58,4
2009,ASIAN & PACIFIC ISLANDER,MALE,CHRONIC LIVER DISEASE AND CIRRHOSIS,17,1
2009,ASIAN & PACIFIC ISLANDER,MALE,CHRONIC LOWER RESPIRATORY DISEASES,51,3
2009,ASIAN & PACIFIC ISLANDER,MALE,"CONGENITAL MALFORMATIONS,DEFORMATIONS",14,1
2009,ASIAN & PACIFIC ISLANDER,MALE,DIABETES MELLITUS,48,3
2009,ASIAN & PACIFIC ISLANDER,MALE,DISEASES OF HEART,555,34
2009,ASIAN & PACIFIC ISLANDER,MALE,ESSENTIAL HYPERTENSION AND RENAL DISEASES,26,2
2009,ASIAN & PACIFIC ISLANDER,MALE,INFLUENZA AND PNEUMONIA,84,5
2009,ASIAN & PACIFIC ISLANDER,MALE,INTENTIONAL SELF-HARM (SUICIDE),35,2
2009,ASIAN & PACIFIC ISLANDER,MALE,MALIGNANT NEOPLASMS,508,31
2009,ASIAN & PACIFIC ISLANDER,MALE,MENTAL DISORDERS DUE TO USE OF ALCOHOL,8,0
2009,ASIAN & PACIFIC ISLANDER,MALE,"NEPHRITIS, NEPHROTIC SYNDROME AND NEPHROSIS",9,1
2009,ASIAN & PACIFIC ISLANDER,MALE,PARKINSONS DISEASE,10,1
2009,ASIAN & PACIFIC ISLANDER,MALE,VIRAL HEPATITIS,13,1
2009,HISPANIC,FEMALE,ACCIDENTS EXCEPT DRUG POISONING,56,1
2009,HISPANIC,FEMALE,ALZHEIMERS DISEASE,56,1
2009,HISPANIC,FEMALE,AORTIC ANEURYSM AND DISSECTION,9,0
2009,HISPANIC,FEMALE,ASSAULT (HOMICIDE),26,1
2009,HISPANIC,FEMALE,ATHEROSCLEROSIS,21,0
2009,HISPANIC,FEMALE,BENIGN AND UNCERTAIN NEOPLASMS,10,0
2009,HISPANIC,FEMALE,CEREBROVASCULAR DISEASE,154,4
2009,HISPANIC,FEMALE,CHRONIC LIVER DISEASE AND CIRRHOSIS,40,1
2009,HISPANIC,FEMALE,CHRONIC LOWER RESPIRATORY DISEASES,155,4
2009,HISPANIC,FEMALE,"CONGENITAL MALFORMATIONS,DEFORMATIONS",30,1
2009,HISPANIC,FEMALE,DIABETES MELLITUS,215,5
2009,HISPANIC,FEMALE,DISEASES OF HEART,1349,31
2009,HISPANIC,FEMALE,ESSENTIAL HYPERTENSION AND RENAL DISEASES,84,2
2009,HISPANIC,FEMALE,HUMAN IMMUNODEFICIENCY VIRUS DISEASE,96,2
2009,HISPANIC,FEMALE,INFLUENZA AND PNEUMONIA,216,5
2009,HISPANIC,FEMALE,INTENTIONAL SELF-HARM (SUICIDE),21,0
2009,HISPANIC,FEMALE,MALIGNANT NEOPLASMS,1098,25
2009,HISPANIC,FEMALE,"NEPHRITIS, NEPHROTIC SYNDROME AND NEPHROSIS",35,1
2009,HISPANIC,FEMALE,PARKINSONS DISEASE,11,0
2009,HISPANIC,FEMALE,PEPTIC ULCER,9,0
2009,HISPANIC,FEMALE,"PREGNANCY, CHILDBIRTH AND THE PUERPERIUM",10,0
2009,HISPANIC,FEMALE,PSYCH. SUBSTANCE USE & ACCIDENTAL DRUG POISONING,57,1
2009,HISPANIC,FEMALE,SEPTICEMIA,29,1
2009,HISPANIC,FEMALE,SHORT GESTATION/LBW,12,0
2009,HISPANIC,FEMALE,VIRAL HEPATITIS,48,1
2009,HISPANIC,MALE,ACCIDENTS EXCEPT DRUG POISONING,170,3
2009,HISPANIC,MALE,ALZHEIMERS DISEASE,25,1
2009,HISPANIC,MALE,AORTIC ANEURYSM AND DISSECTION,12,0
2009,HISPANIC,MALE,ASSAULT (HOMICIDE),106,2
2009,HISPANIC,MALE,ATHEROSCLEROSIS,10,0
2009,HISPANIC,MALE,BENIGN AND UNCERTAIN NEOPLASMS,14,0
2009,HISPANIC,MALE,CARDIOVASCULAR DISORDERS IN PERINATAL PERIOD,15,0
2009,HISPANIC,MALE,CEREBROVASCULAR DISEASE,143,3
2009,HISPANIC,MALE,CHRONIC LIVER DISEASE AND CIRRHOSIS,119,2
2009,HISPANIC,MALE,CHRONIC LOWER RESPIRATORY DISEASES,111,2
2009,HISPANIC,MALE,"CONGENITAL MALFORMATIONS,DEFORMATIONS",28,1
2009,HISPANIC,MALE,DIABETES MELLITUS,172,4
2009,HISPANIC,MALE,DISEASES OF HEART,1382,28
2009,HISPANIC,MALE,ESSENTIAL HYPERTENSION AND RENAL DISEASES,77,2
2009,HISPANIC,MALE,HUMAN IMMUNODEFICIENCY VIRUS DISEASE,196,4
2009,HISPANIC,MALE,INFLUENZA AND PNEUMONIA,183,4
2009,HISPANIC,MALE,INTENTIONAL SELF-HARM (SUICIDE),72,1
2009,HISPANIC,MALE,MALIGNANT NEOPLASMS,1180,24
2009,HISPANIC,MALE,MENTAL DISORDERS DUE TO USE OF ALCOHOL,41,1
2009,HISPANIC,MALE,"NEPHRITIS, NEPHROTIC SYNDROME AND NEPHROSIS",29,1
2009,HISPANIC,MALE,PARKINSONS DISEASE,16,0
2009,HISPANIC,MALE,PEPTIC ULCER,10,0
2009,HISPANIC,MALE,PSYCH. SUBSTANCE USE & ACCIDENTAL DRUG POISONING,145,3
2009,HISPANIC,MALE,SEPTICEMIA,22,0
2009,HISPANIC,MALE,SHORT GESTATION/LBW,24,0
2009,HISPANIC,MALE,VIRAL HEPATITIS,94,2
2009,NON-HISPANIC BLACK,FEMALE,ACCIDENTS EXCEPT DRUG POISONING,71,1
2009,NON-HISPANIC BLACK,FEMALE,ALZHEIMERS DISEASE,79,1
2009,NON-HISPANIC BLACK,FEMALE,ANEMIAS,16,0
2009,NON-HISPANIC BLACK,FEMALE,AORTIC ANEURYSM AND DISSECTION,19,0
2009,NON-HISPANIC BLACK,FEMALE,ASSAULT (HOMICIDE),29,0
2009,NON-HISPANIC BLACK,FEMALE,ATHEROSCLEROSIS,30,0
2009,NON-HISPANIC BLACK,FEMALE,BENIGN AND UNCERTAIN NEOPLASMS,35,0
2009,NON-HISPANIC BLACK,FEMALE,CEREBROVASCULAR DISEASE,245,3
2009,NON-HISPANIC BLACK,FEMALE,CHRONIC LIVER DISEASE AND CIRRHOSIS,35,0
2009,NON-HISPANIC BLACK,FEMALE,CHRONIC LOWER RESPIRATORY DISEASES,188,3
2009,NON-HISPANIC BLACK,FEMALE,"CONGENITAL MALFORMATIONS,DEFORMATIONS",34,0
2009,NON-HISPANIC BLACK,FEMALE,DIABETES MELLITUS,384,5
2009,NON-HISPANIC BLACK,FEMALE,DISEASES OF HEART,2535,35
2009,NON-HISPANIC BLACK,FEMALE,ESSENTIAL HYPERTENSION AND RENAL DISEASES,227,3
2009,NON-HISPANIC BLACK,FEMALE,HUMAN IMMUNODEFICIENCY VIRUS DISEASE,208,3
2009,NON-HISPANIC BLACK,FEMALE,INFLUENZA AND PNEUMONIA,281,4
2009,NON-HISPANIC BLACK,FEMALE,INTENTIONAL SELF-HARM (SUICIDE),17,0
2009,NON-HISPANIC BLACK,FEMALE,MALIGNANT NEOPLASMS,1736,24
2009,NON-HISPANIC BLACK,FEMALE,MENTAL DISORDERS DUE TO USE OF ALCOHOL,22,0
2009,NON-HISPANIC BLACK,FEMALE,"NEPHRITIS, NEPHROTIC SYNDROME AND NEPHROSIS",75,1
2009,NON-HISPANIC BLACK,FEMALE,"PREGNANCY, CHILDBIRTH AND THE PUERPERIUM",24,0
2009,NON-HISPANIC BLACK,FEMALE,PSYCH. SUBSTANCE USE & ACCIDENTAL DRUG POISONING,73,1
2009,NON-HISPANIC BLACK,FEMALE,SEPTICEMIA,46,1
2009,NON-HISPANIC BLACK,FEMALE,SHORT GESTATION/LBW,26,0
2009,NON-HISPANIC BLACK,FEMALE,VIRAL HEPATITIS,40,1
2009,NON-HISPANIC BLACK,MALE,ACCIDENTS EXCEPT DRUG POISONING,134,2
2009,NON-HISPANIC BLACK,MALE,ALZHEIMERS DISEASE,30,0
2009,NON-HISPANIC BLACK,MALE,ANEMIAS,18,0
2009,NON-HISPANIC BLACK,MALE,AORTIC ANEURYSM AND DISSECTION,23,0
2009,NON-HISPANIC BLACK,MALE,ASSAULT (HOMICIDE),255,4
2009,NON-HISPANIC BLACK,MALE,ATHEROSCLEROSIS,21,0
2009,NON-HISPANIC BLACK,MALE,BENIGN AND UNCERTAIN NEOPLASMS,24,0
2009,NON-HISPANIC BLACK,MALE,CARDIOVASCULAR DISORDERS IN PERINATAL PERIOD,18,0
2009,NON-HISPANIC BLACK,MALE,CEREBROVASCULAR DISEASE,154,2
2009,NON-HISPANIC BLACK,MALE,CHRONIC LIVER DISEASE AND CIRRHOSIS,67,1
2009,NON-HISPANIC BLACK,MALE,CHRONIC LOWER RESPIRATORY DISEASES,147,2
2009,NON-HISPANIC BLACK,MALE,"CONGENITAL MALFORMATIONS,DEFORMATIONS",43,1
2009,NON-HISPANIC BLACK,MALE,DIABETES MELLITUS,285,4
2009,NON-HISPANIC BLACK,MALE,DISEASES OF HEART,2068,32
2009,NON-HISPANIC BLACK,MALE,ESSENTIAL HYPERTENSION AND RENAL DISEASES,131,2
2009,NON-HISPANIC BLACK,MALE,HUMAN IMMUNODEFICIENCY VIRUS DISEASE,329,5
2009,NON-HISPANIC BLACK,MALE,INFLUENZA AND PNEUMONIA,207,3
2009,NON-HISPANIC BLACK,MALE,INTENTIONAL SELF-HARM (SUICIDE),58,1
2009,HISPANIC,FEMALE,DISEASES OF HEART,1349,31
2009,NON-HISPANIC BLACK,MALE,MALIGNANT NEOPLASMS,1557,24
2009,NON-HISPANIC BLACK,MALE,MENTAL DISORDERS DUE TO USE OF ALCOHOL,49,1
2009,NON-HISPANIC BLACK,MALE,"NEPHRITIS, NEPHROTIC SYNDROME AND NEPHROSIS",60,1
2009,NON-HISPANIC BLACK,MALE,PSYCH. SUBSTANCE USE & ACCIDENTAL DRUG POISONING,113,2
2009,NON-HISPANIC BLACK,MALE,SEPTICEMIA,33,1
2009,NON-HISPANIC BLACK,MALE,SHORT GESTATION/LBW,31,0
2009,NON-HISPANIC BLACK,MALE,VIRAL HEPATITIS,56,1
2009,NON-HISPANIC WHITE,FEMALE,ACCIDENTS EXCEPT DRUG POISONING,178,1
2009,NON-HISPANIC WHITE,FEMALE,ALZHEIMERS DISEASE,205,2
2009,NON-HISPANIC WHITE,FEMALE,AORTIC ANEURYSM AND DISSECTION,29,0
2009,NON-HISPANIC WHITE,FEMALE,ASSAULT (HOMICIDE),20,0
2009,NON-HISPANIC WHITE,FEMALE,ATHEROSCLEROSIS,73,1
2009,NON-HISPANIC WHITE,FEMALE,BENIGN AND UNCERTAIN NEOPLASMS,62,0
2009,NON-HISPANIC WHITE,FEMALE,CEREBROVASCULAR DISEASE,390,3
2009,NON-HISPANIC WHITE,FEMALE,CHRONIC LIVER DISEASE AND CIRRHOSIS,59,0
2009,NON-HISPANIC WHITE,FEMALE,CHRONIC LOWER RESPIRATORY DISEASES,458,3
2009,NON-HISPANIC WHITE,FEMALE,"CONGENITAL MALFORMATIONS,DEFORMATIONS",26,0
2009,NON-HISPANIC WHITE,FEMALE,DIABETES MELLITUS,229,2
2009,NON-HISPANIC WHITE,FEMALE,DISEASES OF HEART,6297,46
2009,NON-HISPANIC WHITE,FEMALE,ESSENTIAL HYPERTENSION AND RENAL DISEASES,215,2
2009,NON-HISPANIC WHITE,FEMALE,HUMAN IMMUNODEFICIENCY VIRUS DISEASE,22,0
2009,NON-HISPANIC WHITE,FEMALE,INFLUENZA AND PNEUMONIA,629,5
2009,NON-HISPANIC WHITE,FEMALE,INTENTIONAL SELF-HARM (SUICIDE),58,0
2009,NON-HISPANIC WHITE,FEMALE,MALIGNANT NEOPLASMS,3346,24
2009,NON-HISPANIC WHITE,FEMALE,MENTAL DISORDERS DUE TO USE OF ALCOHOL,22,0
2009,NON-HISPANIC WHITE,FEMALE,"NEPHRITIS, NEPHROTIC SYNDROME AND NEPHROSIS",70,1
2009,NON-HISPANIC WHITE,FEMALE,PARKINSONS DISEASE,34,0
2009,NON-HISPANIC WHITE,FEMALE,PEPTIC ULCER,14,0
2009,NON-HISPANIC WHITE,FEMALE,PSYCH. SUBSTANCE USE & ACCIDENTAL DRUG POISONING,76,1
2009,NON-HISPANIC WHITE,FEMALE,SEPTICEMIA,62,0
2009,NON-HISPANIC WHITE,FEMALE,SHORT GESTATION/LBW,13,0
2009,NON-HISPANIC WHITE,FEMALE,VIRAL HEPATITIS,35,0
2009,NON-HISPANIC WHITE,MALE,ACCIDENTS EXCEPT DRUG POISONING,281,2
2009,NON-HISPANIC WHITE,MALE,ALZHEIMERS DISEASE,96,1
2009,NON-HISPANIC WHITE,MALE,AORTIC ANEURYSM AND DISSECTION,42,0
2009,NON-HISPANIC WHITE,MALE,ASSAULT (HOMICIDE),38,0
2009,NON-HISPANIC WHITE,MALE,ATHEROSCLEROSIS,68,1
2009,NON-HISPANIC WHITE,MALE,BENIGN AND UNCERTAIN NEOPLASMS,81,1
2009,NON-HISPANIC WHITE,MALE,CEREBROVASCULAR DISEASE,227,2
2009,NON-HISPANIC WHITE,MALE,CHOLELITHIASIS AND DISORDERS OF GALLBLADDER,17,0
2009,NON-HISPANIC WHITE,MALE,CHRONIC LIVER DISEASE AND CIRRHOSIS,139,1
2009,NON-HISPANIC WHITE,MALE,CHRONIC LOWER RESPIRATORY DISEASES,371,3
2009,NON-HISPANIC WHITE,MALE,"CONGENITAL MALFORMATIONS,DEFORMATIONS",49,0
2009,NON-HISPANIC WHITE,MALE,DIABETES MELLITUS,290,2
2009,NON-HISPANIC WHITE,MALE,DISEASES OF HEART,5168,41
2009,NON-HISPANIC WHITE,MALE,ESSENTIAL HYPERTENSION AND RENAL DISEASES,148,1
2009,NON-HISPANIC WHITE,MALE,HUMAN IMMUNODEFICIENCY VIRUS DISEASE,68,1
2009,NON-HISPANIC WHITE,MALE,INFLUENZA AND PNEUMONIA,555,4
2009,NON-HISPANIC WHITE,MALE,INTENTIONAL SELF-HARM (SUICIDE),191,2
2009,NON-HISPANIC WHITE,MALE,MALIGNANT NEOPLASMS,3237,26
2009,NON-HISPANIC WHITE,MALE,MENTAL DISORDERS DUE TO USE OF ALCOHOL,64,1
2009,NON-HISPANIC WHITE,MALE,"NEPHRITIS, NEPHROTIC SYNDROME AND NEPHROSIS",75,1
2009,NON-HISPANIC WHITE,MALE,PARKINSONS DISEASE,80,1
2009,NON-HISPANIC WHITE,MALE,PEPTIC ULCER,33,0
2009,NON-HISPANIC WHITE,MALE,PSYCH. SUBSTANCE USE & ACCIDENTAL DRUG POISONING,221,2
2009,NON-HISPANIC WHITE,MALE,SEPTICEMIA,46,0
2009,NON-HISPANIC WHITE,MALE,VIRAL HEPATITIS,90,1
2010,ASIAN & PACIFIC ISLANDER,FEMALE,ACCIDENTS EXCEPT DRUG POISONING,26,2
2010,ASIAN & PACIFIC ISLANDER,FEMALE,ALZHEIMERS DISEASE,14,1
2010,ASIAN & PACIFIC ISLANDER,FEMALE,ASSAULT (HOMICIDE),7,1
2010,ASIAN & PACIFIC ISLANDER,FEMALE,BENIGN AND UNCERTAIN NEOPLASMS,9,1
2010,ASIAN & PACIFIC ISLANDER,FEMALE,CEREBROVASCULAR DISEASE,89,6
2010,ASIAN & PACIFIC ISLANDER,FEMALE,CHRONIC LIVER DISEASE AND CIRRHOSIS,10,1
2010,ASIAN & PACIFIC ISLANDER,FEMALE,CHRONIC LOWER RESPIRATORY DISEASES,28,2
2010,ASIAN & PACIFIC ISLANDER,FEMALE,"CONGENITAL MALFORMATIONS,DEFORMATIONS",7,1
2010,ASIAN & PACIFIC ISLANDER,FEMALE,DIABETES MELLITUS,51,4
2010,ASIAN & PACIFIC ISLANDER,FEMALE,DISEASES OF HEART,394,29
2010,ASIAN & PACIFIC ISLANDER,FEMALE,ESSENTIAL HYPERTENSION AND RENAL DISEASES,33,2
2010,ASIAN & PACIFIC ISLANDER,FEMALE,INFLUENZA AND PNEUMONIA,74,5
2010,ASIAN & PACIFIC ISLANDER,FEMALE,INTENTIONAL SELF-HARM (SUICIDE),17,1
2010,ASIAN & PACIFIC ISLANDER,FEMALE,MALIGNANT NEOPLASMS,416,30
2010,ASIAN & PACIFIC ISLANDER,FEMALE,"NEPHRITIS, NEPHROTIC SYNDROME AND NEPHROSIS",15,1
2010,ASIAN & PACIFIC ISLANDER,FEMALE,SEPTICEMIA,7,1
2010,ASIAN & PACIFIC ISLANDER,FEMALE,VIRAL HEPATITIS,5,0
2010,ASIAN & PACIFIC ISLANDER,MALE,ACCIDENTS EXCEPT DRUG POISONING,55,3
2010,ASIAN & PACIFIC ISLANDER,MALE,ALZHEIMERS DISEASE,9,1
2010,ASIAN & PACIFIC ISLANDER,MALE,ANEMIAS,5,0
2010,ASIAN & PACIFIC ISLANDER,MALE,AORTIC ANEURYSM AND DISSECTION,5,0
2010,ASIAN & PACIFIC ISLANDER,MALE,ASSAULT (HOMICIDE),9,1
2010,ASIAN & PACIFIC ISLANDER,MALE,ATHEROSCLEROSIS,6,0
2010,ASIAN & PACIFIC ISLANDER,MALE,BENIGN AND UNCERTAIN NEOPLASMS,7,0
2010,ASIAN & PACIFIC ISLANDER,MALE,CEREBROVASCULAR DISEASE,83,5
2010,ASIAN & PACIFIC ISLANDER,MALE,CHOLELITHIASIS AND DISORDERS OF GALLBLADDER,6,0
2010,ASIAN & PACIFIC ISLANDER,MALE,CHRONIC LIVER DISEASE AND CIRRHOSIS,18,1
2010,ASIAN & PACIFIC ISLANDER,MALE,CHRONIC LOWER RESPIRATORY DISEASES,61,3
2010,ASIAN & PACIFIC ISLANDER,MALE,"CONGENITAL MALFORMATIONS,DEFORMATIONS",9,1
2010,ASIAN & PACIFIC ISLANDER,MALE,DIABETES MELLITUS,64,4
2010,ASIAN & PACIFIC ISLANDER,MALE,DISEASES OF HEART,479,27
2010,ASIAN & PACIFIC ISLANDER,MALE,ESSENTIAL HYPERTENSION AND RENAL DISEASES,30,2
2010,ASIAN & PACIFIC ISLANDER,MALE,INFLUENZA AND PNEUMONIA,108,6
2010,ASIAN & PACIFIC ISLANDER,MALE,INTENTIONAL SELF-HARM (SUICIDE),46,3
2010,ASIAN & PACIFIC ISLANDER,MALE,MALIGNANT NEOPLASMS,527,30
2010,ASIAN & PACIFIC ISLANDER,MALE,MENTAL DISORDERS DUE TO USE OF ALCOHOL,9,1
2010,ASIAN & PACIFIC ISLANDER,MALE,"NEPHRITIS, NEPHROTIC SYNDROME AND NEPHROSIS",11,1
2010,ASIAN & PACIFIC ISLANDER,MALE,PARKINSONS DISEASE,7,0
2010,ASIAN & PACIFIC ISLANDER,MALE,SEPTICEMIA,11,1
2010,ASIAN & PACIFIC ISLANDER,MALE,SHORT GESTATION/LBW,7,0
2010,ASIAN & PACIFIC ISLANDER,MALE,TUBERCULOSIS,5,0
2010,ASIAN & PACIFIC ISLANDER,MALE,VIRAL HEPATITIS,14,1
2010,HISPANIC,FEMALE,ACCIDENTS EXCEPT DRUG POISONING,59,1
2010,HISPANIC,FEMALE,ALZHEIMERS DISEASE,71,2
2010,HISPANIC,FEMALE,ASSAULT (HOMICIDE),22,0
2010,HISPANIC,FEMALE,ATHEROSCLEROSIS,15,0
2010,HISPANIC,FEMALE,BENIGN AND UNCERTAIN NEOPLASMS,23,1
2010,HISPANIC,FEMALE,CEREBROVASCULAR DISEASE,168,4
2010,HISPANIC,FEMALE,CHOLELITHIASIS AND DISORDERS OF GALLBLADDER,10,0
2010,HISPANIC,FEMALE,CHRONIC LIVER DISEASE AND CIRRHOSIS,49,1
2010,HISPANIC,FEMALE,CHRONIC LOWER RESPIRATORY DISEASES,156,4
2010,HISPANIC,FEMALE,"CONGENITAL MALFORMATIONS,DEFORMATIONS",42,1
2010,HISPANIC,FEMALE,DIABETES MELLITUS,219,5
2010,HISPANIC,FEMALE,DISEASES OF HEART,1316,30
2010,HISPANIC,FEMALE,ESSENTIAL HYPERTENSION AND RENAL DISEASES,95,2
2010,HISPANIC,FEMALE,HUMAN IMMUNODEFICIENCY VIRUS DISEASE,79,2
2010,HISPANIC,FEMALE,INFLUENZA AND PNEUMONIA,228,5
2010,HISPANIC,FEMALE,INTENTIONAL SELF-HARM (SUICIDE),27,1
2010,HISPANIC,FEMALE,MALIGNANT NEOPLASMS,1045,24
2010,HISPANIC,FEMALE,"NEPHRITIS, NEPHROTIC SYNDROME AND NEPHROSIS",48,1
2010,HISPANIC,FEMALE,PARKINSONS DISEASE,16,0
2010,HISPANIC,FEMALE,PEPTIC ULCER,9,0
